Car Name,Transmission,Kilometers Run,Fuel Type,Body Type,Previous Owners,Price
Volkswagen Polo GT TSI,Automatic,"55,000 km",Petrol,Hatchback,1,₹ 5.25 Lakh
Volkswagen Polo GT TSI,Automatic,"7,000 km",Petrol,Hatchback,1,₹ 10.5 Lakh
Honda Brio VX AT,Automatic,"14,922 km",Petrol,Hatchback,1,₹ 6.45 Lakh
Maruti Suzuki Celerio ZXi AMT [2019-2020],Automatic,"40,000 km",Petrol,Hatchback,1,₹ 4.95 Lakh
Maruti Suzuki Celerio ZXi AMT [2019-2020],Automatic,"40,000 km",Petrol,Hatchback,1,₹ 4.95 Lakh
Datsun redi-GO S 1.0 AMT [2018-2019],Automatic,"52,000 km",Petrol,Hatchback,1,₹ 2.95 Lakh
Maruti Suzuki Celerio ZXi AMT [2019-2020],Automatic,"26,000 km",Petrol,Hatchback,1,₹ 4.8 Lakh
Honda Brio VX AT,Automatic,"25,000 km",Petrol,Hatchback,1,₹ 4.5 Lakh
Hyundai Grand i10 Nios Sportz AMT 1.2 Kappa VTVT,Automatic,"20,000 km",Petrol,Hatchback,1,₹ 7.25 Lakh
Volkswagen Polo GT TSI,Automatic,"18,000 km",Petrol,Hatchback,1,₹ 10.25 Lakh
Hyundai Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],Automatic,"49,229 km",Petrol,Hatchback,1,₹ 4.45 Lakh
Hyundai Santro Sportz AMT [2018-2020],Automatic,"18,000 km",Petrol,Hatchback,1,₹ 5.7 Lakh
Maruti Suzuki Celerio ZXi (O) AMT [2019-2020],Automatic,"12,171 km",Petrol,Hatchback,1,₹ 5.71 Lakh
Honda Jazz V AT Petrol,Automatic,"21,000 km",Petrol,Hatchback,1,₹ 6.4 Lakh
Toyota Glanza V CVT,Automatic,"35,000 km",Petrol,Hatchback,1,₹ 8.25 Lakh
Maruti Suzuki Baleno Alpha Automatic,Automatic,"14,000 km",Petrol,Hatchback,1,₹ 7.9 Lakh
Maruti Suzuki Swift ZXi AMT [2018-2019],Automatic,"10,227 km",Petrol,Hatchback,1,₹ 7.95 Lakh
Renault Kwid 1.0 RXL AMT [2017-2019],Automatic,"23,000 km",Petrol,Hatchback,1,₹ 3.51 Lakh
Hyundai Grand i10 Sportz (O) AT 1.2 Kappa VTVT [2017-2018],Automatic,"44,000 km",Petrol,Hatchback,1,₹ 5.95 Lakh
Volkswagen Polo GT TSI,Automatic,"43,000 km",Petrol,Hatchback,1,₹ 7.25 Lakh
Maruti Suzuki Celerio VXi AMT ABS,Automatic,"54,000 km",Petrol,Hatchback,1,₹ 4.1 Lakh
Maruti Suzuki Celerio ZXi AMT [2019-2020],Automatic,"2,871 km",Petrol,Hatchback,1,₹ 4.49 Lakh
Volkswagen Polo GT TSI,Automatic,"5,655 km",Petrol,Hatchback,1,₹ 8.95 Lakh
Volvo V40 Cross Country D3,Automatic,"16,000 km",Diesel,Hatchback,1,₹ 23.5 Lakh
Maruti Suzuki Alto K10 VXi AMT [2014-2018],Automatic,"47,536 km",Petrol,Hatchback,1,₹ 3.65 Lakh
Volkswagen Polo GT TSI,Automatic,"16,334 km",Petrol,Hatchback,1,₹ 10.75 Lakh
Hyundai Santro Magna AMT [2018-2020],Automatic,"9,637 km",Petrol,Hatchback,1,₹ 5.21 Lakh
Volkswagen Polo GT TSI,Automatic,"39,000 km",Petrol,Hatchback,1,₹ 6.85 Lakh
Nissan Micra XV CVT [2016-2017],Automatic,"55,000 km",Petrol,Hatchback,1,₹ 3.5 Lakh
Maruti Suzuki Swift VDi AMT [2018-2019],Automatic,"65,000 km",Diesel,Hatchback,1,₹ 6.9 Lakh
Volvo V40 D3 R-Design,Automatic,"42,500 km",Diesel,Hatchback,1,₹ 18.5 Lakh
Honda Jazz V AT Petrol,Automatic,"30,819 km",Petrol,Hatchback,1,₹ 6.75 Lakh
Maruti Suzuki Celerio VXi AMT ABS,Automatic,"20,000 km",Petrol,Hatchback,1,₹ 4.35 Lakh
Hyundai Grand i10 Nios Sportz AMT 1.2 Kappa VTVT,Automatic,"24,278 km",Petrol,Hatchback,1,₹ 7.75 Lakh
Tata Tiago Revotron XZA,Automatic,"11,000 km",Petrol,Hatchback,1,₹ 4.91 Lakh
MINI Cooper JCW,Automatic,"5,000 km",Petrol,Hatchback,1,₹ 46.9 Lakh
Hyundai Grand i10 Nios Sportz AMT 1.2 Kappa VTVT,Automatic,"24,278 km",Petrol,Hatchback,1,₹ 7.75 Lakh
Hyundai Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],Automatic,"28,000 km",Petrol,Hatchback,1,₹ 5.15 Lakh
Maruti Suzuki Celerio VXi AMT,Automatic,"40,000 km",Petrol,Hatchback,1,₹ 3.75 Lakh
Hyundai Grand i10 Sportz (O) AT 1.2 Kappa VTVT [2017-2018],Automatic,"53,000 km",Petrol,Hatchback,1,₹ 4.65 Lakh
Hyundai Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],Automatic,"44,000 km",Petrol,Hatchback,1,₹ 4.85 Lakh
Maruti Suzuki Celerio VXi AMT,Automatic,"84,260 km",Petrol,Hatchback,1,₹ 4.25 Lakh
Maruti Suzuki Ignis Delta 1.3 AMT Diesel [2017-2018],Automatic,"43,000 km",Diesel,Hatchback,1,₹ 4.5 Lakh
Maruti Suzuki Wagon R 1.0 VXI+ AMT,Automatic,"35,000 km",Petrol,Hatchback,1,₹ 3.95 Lakh
Honda Jazz V AT Petrol,Automatic,"57,000 km",Petrol,Hatchback,1,₹ 7.25 Lakh
Maruti Suzuki Baleno Delta 1.2 AT,Automatic,"33,000 km",Petrol,Hatchback,1,₹ 6.11 Lakh
Hyundai i10 Asta 1.2 AT Kappa2 with Sunroof,Automatic,"38,000 km",Petrol,Hatchback,1,₹ 3.9 Lakh
MINI Cooper Countryman Cooper D,Automatic,"50,000 km",Diesel,Hatchback,1,₹ 15.6 Lakh
Volkswagen Polo GT TSI,Automatic,"73,000 km",Petrol,Hatchback,1,₹ 5.25 Lakh
Honda Jazz VX CVT Petrol,Automatic,"21,000 km",Petrol,Hatchback,1,₹ 8.5 Lakh
Volkswagen GTI 1.8 TSI,Automatic,"92,540 km",Petrol,Hatchback,1,₹ 17.5 Lakh
Hyundai Grand i10 Nios Sportz AMT 1.2 Kappa VTVT,Automatic,"24,278 km",Petrol,Hatchback,1,₹ 7.75 Lakh
Maruti Suzuki Wagon R 1.0 VXI AMT,Automatic,"38,000 km",Petrol,Hatchback,1,₹ 4.15 Lakh
Mercedes-Benz A-Class A 180 Sport Petrol,Automatic,"25,000 km",Petrol,Hatchback,1,₹ 13.45 Lakh
Mercedes-Benz B-Class B180 CDI,Automatic,"90,700 km",Diesel,Hatchback,1,₹ 12 Lakh
Maruti Suzuki Celerio ZXi (O) AMT [2019-2020],Automatic,"32,041 km",Petrol,Hatchback,1,₹ 5.2 Lakh
Maruti Suzuki Ignis Zeta 1.2 AMT,Automatic,"36,237 km",Petrol,Hatchback,1,₹ 5.75 Lakh
Maruti Suzuki Celerio ZXi (O) AMT [2019-2020],Automatic,"32,041 km",Petrol,Hatchback,1,₹ 5.2 Lakh
Maruti Suzuki Celerio ZXi AMT [2019-2020],Automatic,"25,000 km",Petrol,Hatchback,1,₹ 4.75 Lakh
Maruti Suzuki Celerio VXi AMT,Automatic,"40,000 km",Petrol,Hatchback,1,₹ 5.1 Lakh
Hyundai Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],Automatic,"35,000 km",Petrol,Hatchback,1,₹ 5.5 Lakh
Maruti Suzuki Wagon R 1.0 VXI AMT,Automatic,"37,215 km",Petrol,Hatchback,1,₹ 4.85 Lakh
Mahindra e2o PLUS P4,Automatic,"9,000 km",Electric,Hatchback,1,₹ 5.49 Lakh
Maruti Suzuki Celerio VXi AMT,Automatic,"25,000 km",Petrol,Hatchback,1,₹ 3.85 Lakh
Volkswagen Polo GT TSI,Automatic,"56,810 km",Petrol,Hatchback,1,₹ 6.5 Lakh
Mahindra e2o T0,Automatic,"16,000 km",Electric,Hatchback,1,₹ 4.45 Lakh
MINI Clubman Cooper S,Automatic,"8,500 km",Petrol,Hatchback,1,₹ 36.75 Lakh
Hyundai Grand i10 Magna AT 1.2 Kappa VTVT [2016-2017],Automatic,"34,000 km",Petrol,Hatchback,1,₹ 5.5 Lakh
Tata Nano GenX XTA,Automatic,"20,000 km",Petrol,Hatchback,1,₹ 1.8 Lakh
Maruti Suzuki A-Star Vxi (ABS) AT,Automatic,"49,000 km",Petrol,Hatchback,1,₹ 3.4 Lakh
Maruti Suzuki Baleno Delta 1.2 AT,Automatic,"58,000 km",Petrol,Hatchback,1,₹ 5.75 Lakh
Maruti Suzuki Ignis Zeta 1.2 AMT,Automatic,"19,000 km",Petrol,Hatchback,1,₹ 5.85 Lakh
Maruti Suzuki Wagon R 1.0 VXI AMT,Automatic,"84,000 km",Petrol,Hatchback,1,₹ 4.25 Lakh
Hyundai i10 Sportz 1.2 AT Kappa2,Automatic,"31,315 km",Petrol,Hatchback,1,₹ 3.6 Lakh
MINI Cooper S,Automatic,"3,500 km",Petrol,Hatchback,1,₹ 47.5 Lakh
Maruti Suzuki Celerio VXi AMT,Automatic,"55,689 km",Petrol,Hatchback,1,₹ 4.7 Lakh
Maruti Suzuki A-Star Vxi (ABS) AT,Automatic,"49,000 km",Petrol,Hatchback,1,₹ 3.4 Lakh
Hyundai i10 Sportz 1.2 AT Kappa2,Automatic,"31,315 km",Petrol,Hatchback,1,₹ 3.6 Lakh
Maruti Suzuki Celerio ZXi (O) AMT [2019-2020],Automatic,"86,451 km",Petrol,Hatchback,1,₹ 4.35 Lakh
Volvo V40 Cross Country D3,Automatic,"44,000 km",Diesel,Hatchback,1,₹ 19.75 Lakh
MINI Cooper S,Automatic,700 km,Petrol,Hatchback,1,₹ 53 Lakh
Maruti Suzuki Alto K10 VXi AMT [2014-2018],Automatic,"6,800 km",Petrol,Hatchback,1,₹ 4.5 Lakh
Hyundai Grand i10 Sportz AT 1.2 Kappa VTVT,Automatic,"30,000 km",Petrol,Hatchback,1,₹ 4.66 Lakh
Volkswagen Polo GT TSI,Automatic,"56,000 km",Petrol,Hatchback,1,₹ 6.11 Lakh
Volkswagen Polo GT TSI,Automatic,"48,000 km",Petrol,Hatchback,1,₹ 5.49 Lakh
Hyundai Grand i10 Nios Asta AMT 1.2 Kappa VTVT,Automatic,"12,501 km",Petrol,Hatchback,1,₹ 7.75 Lakh
Maruti Suzuki Baleno Alpha Automatic,Automatic,"40,000 km",Petrol,Hatchback,1,₹ 7.25 Lakh
MINI Cooper S,Automatic,"12,000 km",Petrol,Hatchback,1,₹ 37 Lakh
Maruti Suzuki Celerio ZXi AMT [2017-2019],Automatic,"37,000 km",Petrol,Hatchback,1,₹ 4.75 Lakh
Hyundai Grand i10 Sportz (O) AT 1.2 Kappa VTVT [2017-2018],Automatic,"25,000 km",Petrol,Hatchback,1,₹ 5.5 Lakh
Maruti Suzuki Celerio ZXi (O) AMT,Automatic,"11,493 km",Petrol,Hatchback,1,₹ 6.2 Lakh
Mercedes-Benz B-Class B180 CDI,Automatic,"37,000 km",Diesel,Hatchback,1,₹ 11.45 Lakh
Hyundai Elite i20 Asta 1.2 (O) CVT [2019-2020],Automatic,"35,833 km",Petrol,Hatchback,1,₹ 8.8 Lakh
Tata Tiago Revotron XZA,Automatic,"28,094 km",Petrol,Hatchback,1,₹ 4.95 Lakh
Hyundai i10 Sportz 1.2 AT Kappa2,Automatic,"89,123 km",Petrol,Hatchback,1,₹ 2.75 Lakh
Hyundai Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],Automatic,"51,300 km",Petrol,Hatchback,1,₹ 5.1 Lakh
Renault Kwid CLIMBER 1.0 AMT [2017-2019],Automatic,"23,300 km",Petrol,Hatchback,1,₹ 4.54 Lakh
Maruti Suzuki Celerio VXi AMT [2017-2019],Automatic,"12,754 km",Petrol,Hatchback,1,₹ 6 Lakh
Maruti Suzuki Baleno Alpha Automatic,Automatic,"30,000 km",Petrol,Hatchback,1,₹ 6.9 Lakh
Maruti Suzuki Wagon R 1.0 VXI AMT,Automatic,"44,000 km",Petrol,Hatchback,1,₹ 3.75 Lakh
MINI Cooper S,Automatic,"6,000 km",Petrol,Hatchback,1,₹ 34.5 Lakh
Honda Jazz V CVT Petrol,Automatic,"35,000 km",Petrol,Hatchback,1,₹ 7.75 Lakh
MINI Countryman Cooper S JCW Inspired,Automatic,"4,000 km",Petrol,Hatchback,1,₹ 37 Lakh
Honda Brio VX AT,Automatic,"22,000 km",Petrol,Hatchback,1,₹ 4.2 Lakh
Maruti Suzuki Swift ZXi Plus AMT [2018-2019],Automatic,"16,641 km",Petrol,Hatchback,1,₹ 7.85 Lakh
Maruti Suzuki Celerio ZXi AMT [2019-2020],Automatic,"49,300 km",Petrol,Hatchback,1,₹ 4.5 Lakh
Honda Brio VX AT,Automatic,"32,000 km",Petrol,Hatchback,1,₹ 4.75 Lakh
Maruti Suzuki Wagon R 1.0 VXI AMT,Automatic,"44,000 km",Petrol,Hatchback,1,₹ 3.75 Lakh
Hyundai Santro Sportz AMT [2018-2020],Automatic,"16,600 km",Petrol,Hatchback,1,₹ 5.65 Lakh
Ford Figo Titanium 1.5 Ti-VCT AT,Automatic,"51,000 km",Petrol,Hatchback,1,₹ 5.5 Lakh
Maruti Suzuki Baleno Delta 1.2 AT,Automatic,"8,000 km",Petrol,Hatchback,1,₹ 6.95 Lakh
Hyundai i10 Sportz 1.2 AT,Automatic,"59,439 km",Petrol,Hatchback,1,₹ 3.15 Lakh
Maruti Suzuki Celerio VXi AMT,Automatic,"52,000 km",Petrol,Hatchback,1,₹ 4.35 Lakh
Hyundai i10 Sportz 1.2 AT,Automatic,"66,125 km",Petrol,Hatchback,1,₹ 2.9 Lakh
Honda Brio V AT,Automatic,"39,233 km",Petrol,Hatchback,1,₹ 3.9 Lakh
MINI Cooper D 3 Door,Automatic,"45,000 km",Diesel,Hatchback,1,₹ 19.75 Lakh
BMW 1 Series 118d Sport Line [2013-2017],Automatic,"42,000 km",Diesel,Hatchback,1,₹ 14.5 Lakh
Renault Kwid CLIMBER 1.0 AMT [2017-2019],Automatic,"33,000 km",Petrol,Hatchback,1,₹ 4.46 Lakh
Honda Jazz V AT Petrol,Automatic,"34,000 km",Petrol,Hatchback,1,₹ 7.28 Lakh
Hyundai Elite i20 Asta 1.2 (O) CVT [2019-2020],Automatic,"7,000 km",Petrol,Hatchback,1,₹ 8.75 Lakh
Maruti Suzuki Baleno Zeta 1.2 AT,Automatic,"39,000 km",Petrol,Hatchback,1,₹ 6.45 Lakh
Volvo V40 D3 R-Design,Automatic,"24,000 km",Diesel,Hatchback,1,₹ 19.9 Lakh
Volkswagen Polo GT TSI,Automatic,"67,000 km",Petrol,Hatchback,1,₹ 6.35 Lakh
Maruti Suzuki A-Star VXI AT,Automatic,"60,000 km",Petrol,Hatchback,1,₹ 2.45 Lakh
Hyundai Grand i10 Asta 1.1 CRDi [2013-2016],Manual,"54,275 km",Diesel,Hatchback,2,₹ 2.95 Lakh
Chevrolet Beat LS Diesel,Manual,"1,05,637 km",Diesel,Hatchback,2,₹ 2.1 Lakh
Hyundai Eon Era + LPG,Manual,"38,757 km",LPG + 1,Hatchback,2,₹ 2.75 Lakh
Hyundai i20 Sportz 1.2 BS-IV,Manual,"56,000 km",Petrol,Hatchback,2,₹ 3.11 Lakh
Volkswagen Polo Highline 1.6L (P),Manual,"92,000 km",Petrol,Hatchback,2,₹ 3.2 Lakh
Hyundai i10 Magna 1.2 Kappa2,Manual,"78,000 km",Petrol,Hatchback,2,₹ 2.75 Lakh
Hyundai Elite i20 Sportz 1.4,Manual,"56,005 km",Diesel,Hatchback,2,₹ 4.6 Lakh
Hyundai i10 Magna 1.2 Kappa2,Manual,"65,840 km",Petrol,Hatchback,2,₹ 3.5 Lakh
Hyundai Grand i10 Asta 1.2 Kappa VTVT [2013-2016],Manual,"85,508 km",Petrol,Hatchback,2,₹ 5 Lakh
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],Manual,"34,361 km",Petrol,Hatchback,2,₹ 8 Lakh
Mahindra KUV100 K4 D 5 STR,Manual,"74,076 km",Diesel,Hatchback,2,₹ 3.88 Lakh
Maruti Suzuki Swift VDi,Manual,"41,000 km",Diesel,Hatchback,2,₹ 4.75 Lakh
Hyundai i10 Magna,Manual,"46,592 km",Petrol,Hatchback,2,₹ 1.9 Lakh
Hyundai Santro Xing XP,Manual,"90,000 km",Petrol,Hatchback,2,₹ 1 Lakh
Hyundai i10 Era,Manual,"58,000 km",Petrol,Hatchback,2,₹ 2.25 Lakh
Maruti Suzuki Estilo VXi ABS BS-IV,Manual,"52,000 km",Petrol,Hatchback,2,₹ 2.25 Lakh
Hyundai Eon Era +,Manual,"29,334 km",Petrol,Hatchback,2,₹ 2.45 Lakh
Honda Brio S MT,Manual,"69,000 km",Petrol,Hatchback,2,₹ 2.75 Lakh
Hyundai i20 Asta 1.4 CRDI,Manual,"83,274 km",Diesel,Hatchback,2,₹ 4.25 Lakh
Maruti Suzuki Wagon R 1.0 LXI CNG (O),Manual,"81,529 km",CNG + 1,Hatchback,2,₹ 3.25 Lakh
Nissan Micra XV Premium Diesel,Manual,"1,16,823 km",Diesel,Hatchback,2,₹ 2.25 Lakh
Maruti Suzuki Swift LXi,Manual,"41,000 km",Petrol,Hatchback,2,₹ 1.85 Lakh
Hyundai Eon D-Lite +,Manual,"75,981 km",Petrol,Hatchback,2,₹ 2.4 Lakh
Volkswagen Polo Comfortline 1.2L (P),Manual,"58,000 km",Petrol,Hatchback,2,₹ 3.25 Lakh
Hyundai i10 Era,Manual,"68,000 km",Petrol,Hatchback,2,₹ 1.45 Lakh
Hyundai i10 Magna,Manual,"95,000 km",Petrol,Hatchback,2,₹ 2.1 Lakh
Maruti Suzuki Wagon R 1.0 VXi,Manual,"69,000 km",Petrol,Hatchback,2,₹ 2.55 Lakh
Hyundai Grand i10 Asta 1.2 Kappa VTVT [2013-2016],Manual,"1,02,658 km",Petrol + 1,Hatchback,2,₹ 4.65 Lakh
Ford Figo Duratorq Diesel Titanium 1.4,Manual,"72,677 km",Diesel,Hatchback,2,₹ 2.5 Lakh
Skoda Fabia Elegance 1.6 MPI,Manual,"24,500 km",Petrol,Hatchback,2,₹ 3.75 Lakh
Hyundai Elite i20 Magna 1.4 CRDI,Manual,"66,762 km",Diesel,Hatchback,2,₹ 4.71 Lakh
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],Manual,"46,688 km",Petrol,Hatchback,2,₹ 4.57 Lakh
Maruti Suzuki Swift VDi,Manual,"62,000 km",Diesel,Hatchback,2,₹ 4.8 Lakh
Hyundai i20 Era 1.2 BS-IV,Manual,"37,857 km",Petrol,Hatchback,2,₹ 3.95 Lakh
Maruti Suzuki Baleno Alpha 1.3,Manual,"60,833 km",Diesel,Hatchback,2,₹ 6.2 Lakh
Hyundai i10 Magna 1.1 iRDE2 [2010-2017],Manual,"81,824 km",Petrol,Hatchback,2,₹ 2.5 Lakh
Maruti Suzuki Wagon R Duo LXi LPG,Manual,"65,000 km",LPG + 1,Hatchback,2,₹ 2.25 Lakh
Maruti Suzuki Zen LXi,Manual,"26,352 km",Petrol,Hatchback,2,"₹ 76,000"
Hyundai Grand i10 Sportz U2 1.2 CRDi,Manual,"55,000 km",Diesel,Hatchback,2,₹ 4.85 Lakh
Maruti Suzuki Wagon R 1.0 VXI,Manual,"50,000 km",Petrol,Hatchback,2,₹ 3.85 Lakh
Hyundai i20 Magna 1.2,Manual,"60,000 km",Petrol,Hatchback,2,₹ 2.1 Lakh
Hyundai Eon D-Lite +,Manual,"12,012 km",Petrol,Hatchback,2,₹ 1.85 Lakh
Hyundai Eon 1.0 Kappa Magna + [2014-2016],Manual,"44,000 km",Petrol,Hatchback,2,₹ 3.25 Lakh
Maruti Suzuki Wagon R LXi Minor,Manual,"60,000 km",Petrol,Hatchback,2,₹ 1.15 Lakh
Maruti Suzuki Celerio ZXi,Manual,"32,000 km",Petrol,Hatchback,2,₹ 3.35 Lakh
Hyundai Eon 1.0 Kappa Magna + [2014-2016],Manual,"36,000 km",Petrol,Hatchback,2,₹ 2.5 Lakh
Maruti Suzuki Wagon R LXi 1.0 [2019-2019],Manual,"25,000 km",Petrol,Hatchback,2,₹ 3.75 Lakh
Hyundai Eon Era +,Manual,"53,000 km",Petrol,Hatchback,2,₹ 1.9 Lakh
Maruti Suzuki Wagon R VXi 1.0 [2019-2019],Manual,"59,000 km",Petrol,Hatchback,2,₹ 3.9 Lakh
Maruti Suzuki Swift LXi,Manual,"45,000 km",Petrol,Hatchback,2,₹ 3.75 Lakh
Maruti Suzuki Ritz GENUS VXI,Manual,"63,000 km",Petrol,Hatchback,2,₹ 1.9 Lakh
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],Manual,"39,500 km",Petrol,Hatchback,2,₹ 4 Lakh
Hyundai i10 Magna 1.2 Kappa2,Manual,"48,650 km",Petrol,Hatchback,2,₹ 4 Lakh
Hyundai i20 Era 1.2 BS-IV,Manual,"37,857 km",Petrol,Hatchback,2,₹ 3.95 Lakh
Hyundai Santro Xing XG,Manual,"78,000 km",Petrol,Hatchback,2,"₹ 65,000"
Honda Brio V MT,Manual,"48,530 km",Petrol,Hatchback,2,₹ 3.25 Lakh
Hyundai Santro LP zipPlus,Manual,"50,000 km",Petrol,Hatchback,2,₹ 1.45 Lakh
Hyundai Santro Xing XG,Manual,"78,000 km",Petrol,Hatchback,2,"₹ 65,000"
Hyundai i10 Magna 1.2 Kappa2,Manual,"48,650 km",Petrol,Hatchback,2,₹ 4 Lakh
Maruti Suzuki Baleno Zeta 1.2,Manual,"23,330 km",Petrol,Hatchback,2,₹ 5.75 Lakh
Honda Jazz Active,Manual,"58,000 km",Petrol,Hatchback,2,₹ 2.45 Lakh
Hyundai Santro Xing XO eRLX - Euro III,Manual,"96,000 km",Petrol,Hatchback,2,₹ 1.85 Lakh
Maruti Suzuki Alto LXi BS-III,Manual,"69,000 km",Petrol,Hatchback,2,₹ 1.75 Lakh
Maruti Suzuki Alto LXi BS-III,Manual,"92,000 km",Petrol,Hatchback,2,₹ 1.49 Lakh
Ford Figo Duratorq Diesel ZXI 1.4,Manual,"94,000 km",Diesel,Hatchback,2,₹ 3.3 Lakh
Hyundai i10 Magna 1.2 Kappa2,Manual,"65,000 km",Petrol,Hatchback,2,₹ 3.25 Lakh
Hyundai i10 Sportz 1.2,Manual,"57,123 km",Petrol,Hatchback,2,₹ 2.2 Lakh
Maruti Suzuki Swift VDi,Manual,"38,310 km",Diesel,Hatchback,2,₹ 6.5 Lakh
Hyundai Santro Xing GL,Manual,"40,800 km",Petrol,Hatchback,2,₹ 2.1 Lakh
Maruti Suzuki Estilo LXi,Manual,"70,000 km",Petrol,Hatchback,2,₹ 1.25 Lakh
Maruti Suzuki Swift VDi,Manual,"80,000 km",Diesel,Hatchback,2,₹ 3.5 Lakh
Maruti Suzuki Ritz Vdi BS-IV,Manual,"94,238 km",Diesel,Hatchback,2,₹ 1.95 Lakh
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],Manual,"60,000 km",Petrol,Hatchback,2,₹ 3.75 Lakh
Hyundai Grand i10 Sports Edition 1.1 CRDi,Manual,"57,858 km",Diesel,Hatchback,2,₹ 2.95 Lakh
Chevrolet Sail Hatchback 1.3 LS,Manual,"48,000 km",Diesel,Hatchback,2,₹ 2.5 Lakh
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],Manual,"52,000 km",Petrol,Hatchback,2,₹ 3.85 Lakh
Maruti Suzuki Wagon R 1.0 LXi,Manual,"72,000 km",Petrol,Hatchback,2,₹ 1.95 Lakh
Hyundai i10 Sportz 1.2 Kappa2,Manual,"45,971 km",Petrol,Hatchback,2,₹ 3 Lakh
Maruti Suzuki Ritz VXI BS-IV,Manual,"1,03,759 km",Petrol,Hatchback,2,₹ 2.6 Lakh
Hyundai Getz Prime 1.1 GLE,Manual,"1,13,000 km",Petrol,Hatchback,2,₹ 1.75 Lakh
Hyundai Santro Xing XE,Manual,"81,000 km",Petrol,Hatchback,2,"₹ 80,000"
Maruti Suzuki Alto LX BS-III,Manual,"41,000 km",Petrol,Hatchback,2,₹ 1.2 Lakh
Maruti Suzuki Alto LXI,Manual,"72,000 km",Petrol,Hatchback,2,"₹ 80,000"
Hyundai Getz Prime 1.1 GLE,Manual,"1,13,000 km",Petrol,Hatchback,2,₹ 1.75 Lakh
Maruti Suzuki Alto LXi BS-III,Manual,"98,000 km",Petrol,Hatchback,2,₹ 1.5 Lakh
Maruti Suzuki Wagon R 1.0 LXi,Manual,"72,000 km",Petrol,Hatchback,2,₹ 1.95 Lakh
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],Manual,"65,000 km",Petrol + 1,Hatchback,2,₹ 3.95 Lakh
Hyundai i20 Magna 1.4 CRDI,Manual,"82,000 km",Diesel,Hatchback,2,₹ 3.25 Lakh
Hyundai i10 Magna 1.1 iRDE2 [2010-2017],Manual,"61,000 km",Petrol,Hatchback,2,₹ 2.51 Lakh
Maruti Suzuki Alto 800 Lxi,Manual,"99,000 km",Petrol,Hatchback,2,₹ 1.5 Lakh
Hyundai i10 Sportz 1.2 Kappa2,Manual,"62,892 km",Petrol,Hatchback,2,₹ 2.2 Lakh
Maruti Suzuki Wagon R LXi Minor,Manual,"52,000 km",Petrol,Hatchback,2,₹ 1.7 Lakh
Maruti Suzuki Wagon R 1.0 LXi,Manual,"52,309 km",Petrol,Hatchback,2,₹ 2.9 Lakh
Volkswagen Polo Trendline 1.2L (P),Manual,"56,000 km",Petrol,Hatchback,2,₹ 2.35 Lakh
Maruti Suzuki Swift VDi,Manual,"52,000 km",Diesel,Hatchback,2,₹ 4.5 Lakh
Maruti Suzuki Alto K10 VXi,Manual,"56,000 km",Petrol,Hatchback,2,₹ 2.25 Lakh
Hyundai Grand i10 Asta 1.1 CRDi [2013-2016],Manual,"54,275 km",Diesel,Hatchback,2,₹ 2.95 Lakh
Ford Figo Duratorq Diesel EXI 1.4,Manual,"61,591 km",Diesel,Hatchback,2,₹ 1.85 Lakh
Maruti Suzuki Swift VDi,Manual,"70,000 km",Diesel,Hatchback,2,₹ 4.75 Lakh
Hyundai i20 Magna 1.4 CRDI,Manual,"76,000 km",Diesel,Hatchback,2,₹ 3.85 Lakh
Maruti Suzuki Swift VXi,Manual,"86,000 km",Petrol,Hatchback,2,₹ 2.2 Lakh
Maruti Suzuki Ritz Vdi BS-IV,Manual,"56,303 km",Diesel,Hatchback,2,₹ 3.25 Lakh
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],Manual,"42,000 km",Petrol,Hatchback,2,₹ 4.31 Lakh
Maruti Suzuki Wagon R VXi Minor,Manual,"68,000 km",Petrol,Hatchback,2,₹ 1.55 Lakh
Ford Figo Duratorq Diesel Titanium 1.4,Manual,"83,000 km",Diesel,Hatchback,2,₹ 2.99 Lakh
Volkswagen Polo Trendline 1.2L (D),Manual,"67,622 km",Diesel,Hatchback,2,₹ 2.6 Lakh
Datsun redi-GO T (O) [2016-2019],Manual,"48,234 km",Petrol,Hatchback,2,₹ 2.2 Lakh
Hyundai i10 Magna 1.1 iRDE2 [2010-2017],Manual,"78,722 km",Petrol,Hatchback,2,₹ 2.3 Lakh
Honda Brio S MT,Manual,"53,304 km",Petrol,Hatchback,2,₹ 2.77 Lakh
Maruti Suzuki Ritz VXI BS-IV,Manual,"96,596 km",Petrol + 1,Hatchback,2,₹ 2.27 Lakh
Hyundai Grand i10 Asta 1.1 CRDi [2013-2016],Manual,"54,275 km",Diesel,Hatchback,2,₹ 2.95 Lakh
