FlightName,Date,Departure time,Arrival Time,From,To,Duration,Stops,Price
Vistara,"Thu, Mar 3, 2022",15:55,18:05,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 5,956"
Vistara,"Thu, Mar 3, 2022",20:30,22:45,New Delhi,Kolkata,02 h 15 m,Non stop,"₹ 5,956"
AirAsia,"Thu, Mar 3, 2022",04:45,07:10,New Delhi,Kolkata,02 h 25 m,Non stop,"₹ 6,060"
Vistara,"Thu, Mar 3, 2022",06:30,08:35,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 6,061"
IndiGo,"Thu, Mar 3, 2022",07:15,09:30,New Delhi,Kolkata,02 h 15 m,Non stop,"₹ 6,270"
IndiGo,"Thu, Mar 3, 2022",08:40,10:50,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 6,270"
SpiceJet,"Thu, Mar 3, 2022",08:30,17:55,New Delhi,Kolkata,09 h 25 m,1 stop via Jharsuguda,"₹ 6,270"
Air India,"Thu, Mar 3, 2022",16:55,19:10,New Delhi,Kolkata,02 h 15 m,Non stop,"₹ 6,375"
IndiGo,"Thu, Mar 3, 2022",10:00,12:10,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 6,585"
AirAsia,"Thu, Mar 3, 2022",07:10,15:25,New Delhi,Kolkata,08 h 15 m,"2 stop via Guwahati,Imphal","₹ 6,586"
Vistara,"Thu, Mar 3, 2022",07:30,09:35,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 7,006"
AirAsia,"Thu, Mar 3, 2022",16:50,19:30,New Delhi,Kolkata,02 h 40 m,Non stop,"₹ 7,213"
Vistara,"Thu, Mar 3, 2022",17:30,19:35,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 7,531"
IndiGo,"Thu, Mar 3, 2022",16:45,22:55,New Delhi,Kolkata,06 h 10 m,1 stop via Bhubaneswar,"₹ 7,908"
IndiGo,"Thu, Mar 3, 2022",09:15,14:35,New Delhi,Kolkata,05 h 20 m,1 stop via Bhubaneswar,"₹ 8,396"
Air India,"Thu, Mar 3, 2022",20:15,22:20,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 11,310"
Air India,"Thu, Mar 3, 2022",12:10,14:30,New Delhi,Kolkata,02 h 20 m,Non stop,"₹ 12,570"
AirAsia,"Sat, Mar 5, 2022",06:20,12:00,New Delhi,Kolkata,05 h 40 m,1 stop via Bagdogra,"₹ 5,953"
SpiceJet,"Sat, Mar 5, 2022",07:00,09:05,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 5,954"
SpiceJet,"Sat, Mar 5, 2022",20:50,23:00,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 5,954"
SpiceJet,"Sat, Mar 5, 2022",09:25,14:20,New Delhi,Kolkata,04 h 55 m,1 stop via Bagdogra,"₹ 5,954"
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
Go First,"Sat, Mar 5, 2022",05:50,08:00,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 5,955"
Go First,"Sat, Mar 5, 2022",18:00,20:20,New Delhi,Kolkata,02 h 20 m,Non stop,"₹ 5,955"
IndiGo,"Sat, Mar 5, 2022",18:35,20:55,New Delhi,Kolkata,02 h 20 m,Non stop,"₹ 5,955"
IndiGo,"Sat, Mar 5, 2022",19:45,21:55,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 5,955"
IndiGo,"Sat, Mar 5, 2022",21:15,23:25,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 5,955"
IndiGo,"Sat, Mar 5, 2022",22:30,00:35,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 5,955"
IndiGo,"Sat, Mar 5, 2022",06:00,11:00,New Delhi,Kolkata,05 h,1 stop via Lucknow,"₹ 5,955"
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
Vistara,"Sat, Mar 5, 2022",20:30,22:45,New Delhi,Kolkata,02 h 15 m,Non stop,"₹ 5,956"
AirAsia,"Sat, Mar 5, 2022",04:45,07:10,New Delhi,Kolkata,02 h 25 m,Non stop,"₹ 6,060"
AirAsia,"Sat, Mar 5, 2022",16:50,19:30,New Delhi,Kolkata,02 h 40 m,Non stop,"₹ 6,060"
AirAsia,"Sat, Mar 5, 2022",21:00,23:10,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 6,060"
SpiceJet,"Sat, Mar 5, 2022",10:15,21:30,New Delhi,Kolkata,11 h 15 m,1 stop via Guwahati,"₹ 6,060"
IndiGo,"Sat, Mar 5, 2022",17:25,19:40,New Delhi,Kolkata,02 h 15 m,Non stop,"₹ 6,270"
SpiceJet,"Sat, Mar 5, 2022",11:55,17:55,New Delhi,Kolkata,06 h,1 stop via Jharsuguda,"₹ 6,270"
IndiGo,"Sat, Mar 5, 2022",07:15,09:30,New Delhi,Kolkata,02 h 15 m,Non stop,"₹ 6,585"
Vistara,"Sat, Mar 5, 2022",17:30,19:35,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 7,006"
AirAsia,"Sat, Mar 5, 2022",07:10,15:25,New Delhi,Kolkata,08 h 15 m,"2 stop via Guwahati,Imphal","₹ 7,122"
IndiGo,"Sat, Mar 5, 2022",08:40,10:50,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 7,215"
IndiGo,"Sat, Mar 5, 2022",15:10,17:20,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 7,215"
Air India,"Sat, Mar 5, 2022",16:55,19:10,New Delhi,Kolkata,02 h 15 m,Non stop,"₹ 7,215"
IndiGo,"Sat, Mar 5, 2022",13:15,17:25,New Delhi,Kolkata,04 h 10 m,1 stop via Patna,"₹ 7,420"
Vistara,"Sat, Mar 5, 2022",07:30,09:35,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 7,531"
Vistara,"Sat, Mar 5, 2022",15:55,18:05,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 7,531"
Air India,"Sat, Mar 5, 2022",06:50,09:00,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 7,635"
IndiGo,"Sat, Mar 5, 2022",07:25,13:10,New Delhi,Kolkata,05 h 45 m,1 stop via Jaipur,"₹ 8,396"
IndiGo,"Sat, Mar 5, 2022",10:00,12:10,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 8,580"
Air India,"Sat, Mar 5, 2022",20:15,22:20,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 8,790"
Vistara,"Sat, Mar 5, 2022",06:30,08:35,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 9,001"
AirAsia,"Sat, Mar 5, 2022",19:00,01:35,New Delhi,Kolkata,06 h 35 m,1 stop via Bengaluru,"₹ 9,001"
Go First,"Sat, Mar 5, 2022",11:10,15:50,New Delhi,Kolkata,04 h 40 m,1 stop via Bagdogra,"₹ 9,840"
Air India,"Sat, Mar 5, 2022",12:10,14:30,New Delhi,Kolkata,02 h 20 m,Non stop,"₹ 14,145"
Air India,"Sun, Feb 27, 2022",20:15,08:35,New Delhi,Dimapur,12 h 20 m,"2 stop via Kolkata,Guwahati","₹ 10,540"
Air India,"Sun, Feb 27, 2022",20:15,14:20,New Delhi,Dimapur,18 h 05 m,"3 stop via Kolkata,Guwahati,Shillong","₹ 13,040"
Air India,"Sun, Feb 27, 2022",16:55,08:35,New Delhi,Dimapur,15 h 40 m,"2 stop via Kolkata,Guwahati","₹ 14,440"
IndiGo,"Sun, Feb 27, 2022",10:00,12:35,New Delhi,Dimapur,02 h 35 m,Non stop,"₹ 15,090"
Air India,"Sun, Feb 27, 2022",08:00,13:10,New Delhi,Dimapur,29 h 10 m,"2 stop via Mumbai,Kolkata","₹ 16,890"
Air India,"Sun, Feb 27, 2022",07:00,13:10,New Delhi,Dimapur,30 h 10 m,"2 stop via Mumbai,Kolkata","₹ 16,890"
"AirAsia, IndiGo","Sun, Feb 27, 2022",04:45,11:50,New Delhi,Dimapur,07 h 05 m,1 stop via Kolkata,"₹ 19,967"
Air India,"Sun, Feb 27, 2022",18:00,08:35,New Delhi,Dimapur,14 h 35 m,"3 stop via Mumbai,Kolkata,Guwahati","₹ 20,140"
Air India,"Sun, Feb 27, 2022",18:00,13:10,New Delhi,Dimapur,19 h 10 m,"2 stop via Mumbai,Kolkata","₹ 20,990"
Air India,"Sun, Feb 27, 2022",21:15,13:10,New Delhi,Dimapur,15 h 55 m,"2 stop via Bengaluru,Kolkata","₹ 23,190"
Air India,"Sun, Feb 27, 2022",18:00,13:10,New Delhi,Dimapur,19 h 10 m,"2 stop via Mumbai,Kolkata","₹ 24,890"
Air India,"Sun, Feb 27, 2022",10:40,13:10,New Delhi,Dimapur,26 h 30 m,"2 stop via Mumbai,Kolkata","₹ 26,190"
Air India,"Sun, Feb 27, 2022",21:25,13:10,New Delhi,Dimapur,15 h 45 m,"2 stop via Hyderabad,Kolkata","₹ 27,490"
Air India,"Sun, Feb 27, 2022",13:30,13:10,New Delhi,Dimapur,23 h 40 m,"2 stop via Bengaluru,Kolkata","₹ 28,390"
Air India,"Sun, Feb 27, 2022",20:00,13:10,New Delhi,Dimapur,17 h 10 m,"2 stop via Mumbai,Kolkata","₹ 30,090"
"IndiGo, Air India","Tue, Mar 1, 2022",17:25,08:35,New Delhi,Dimapur,15 h 10 m,"2 stop via Kolkata,Guwahati","₹ 8,540"
"IndiGo, Air India","Tue, Mar 1, 2022",15:10,08:35,New Delhi,Dimapur,17 h 25 m,"2 stop via Kolkata,Guwahati","₹ 8,540"
"IndiGo, Air India","Tue, Mar 1, 2022",15:10,08:35,New Delhi,Dimapur,17 h 25 m,"2 stop via Kolkata,Guwahati","₹ 8,540"
Air India,"Tue, Mar 1, 2022",06:50,13:10,New Delhi,Dimapur,06 h 20 m,1 stop via Kolkata,"₹ 8,723"
"AirAsia, Air India","Tue, Mar 1, 2022",18:45,08:35,New Delhi,Dimapur,13 h 50 m,1 stop via Guwahati,"₹ 8,890"
Air India,"Tue, Mar 1, 2022",16:55,08:35,New Delhi,Dimapur,15 h 40 m,"2 stop via Kolkata,Guwahati","₹ 9,240"
"SpiceJet, Air India","Tue, Mar 1, 2022",20:50,14:20,New Delhi,Dimapur,17 h 30 m,"3 stop via Kolkata,Guwahati,Shillong","₹ 9,479"
IndiGo,"Tue, Mar 1, 2022",06:45,13:35,New Delhi,Dimapur,06 h 50 m,1 stop via Dibrugarh,"₹ 9,489"
"IndiGo, Air India","Tue, Mar 1, 2022",22:30,14:20,New Delhi,Dimapur,15 h 50 m,"3 stop via Kolkata,Guwahati,Shillong","₹ 9,529"
Air India,"Tue, Mar 1, 2022",20:15,08:35,New Delhi,Dimapur,12 h 20 m,"2 stop via Kolkata,Guwahati","₹ 9,640"
IndiGo,"Thu, Mar 3, 2022",06:45,13:35,New Delhi,Dimapur,06 h 50 m,1 stop via Dibrugarh,"₹ 7,189"
Air India,"Thu, Mar 3, 2022",06:50,13:10,New Delhi,Dimapur,06 h 20 m,1 stop via Kolkata,"₹ 8,723"
Air India,"Thu, Mar 3, 2022",16:55,08:35,New Delhi,Dimapur,15 h 40 m,"2 stop via Kolkata,Guwahati","₹ 8,840"
"SpiceJet, Air India","Thu, Mar 3, 2022",07:00,13:10,New Delhi,Dimapur,06 h 10 m,1 stop via Kolkata,"₹ 11,378"
"Go First, Air India","Thu, Mar 3, 2022",02:00,13:10,New Delhi,Dimapur,11 h 10 m,"2 stop via Mumbai,Kolkata","₹ 11,378"
"Go First, IndiGo","Thu, Mar 3, 2022",05:50,11:50,New Delhi,Dimapur,06 h,1 stop via Kolkata,"₹ 11,379"
"Go First, Air India","Thu, Mar 3, 2022",05:50,13:10,New Delhi,Dimapur,07 h 20 m,1 stop via Kolkata,"₹ 11,379"
Air India,"Thu, Mar 3, 2022",16:55,14:20,New Delhi,Dimapur,21 h 25 m,"3 stop via Kolkata,Guwahati,Shillong","₹ 11,440"
"AirAsia, IndiGo","Thu, Mar 3, 2022",04:45,11:50,New Delhi,Dimapur,07 h 05 m,1 stop via Kolkata,"₹ 11,484"
"AirAsia, Air India","Thu, Mar 3, 2022",04:45,13:10,New Delhi,Dimapur,08 h 25 m,1 stop via Kolkata,"₹ 11,484"
"Vistara, Air India","Thu, Mar 3, 2022",06:30,13:10,New Delhi,Dimapur,06 h 40 m,1 stop via Kolkata,"₹ 11,485"
"IndiGo, Air India","Thu, Mar 3, 2022",07:15,13:10,New Delhi,Dimapur,05 h 55 m,1 stop via Kolkata,"₹ 11,694"
"Vistara, Air India","Thu, Mar 3, 2022",07:30,13:10,New Delhi,Dimapur,05 h 40 m,1 stop via Kolkata,"₹ 12,430"
Air India,"Thu, Mar 3, 2022",20:15,08:35,New Delhi,Dimapur,12 h 20 m,"2 stop via Kolkata,Guwahati","₹ 13,540"
Air India,"Thu, Mar 3, 2022",20:15,14:20,New Delhi,Dimapur,18 h 05 m,"3 stop via Kolkata,Guwahati,Shillong","₹ 16,140"
Air India,"Thu, Mar 3, 2022",20:15,14:20,New Delhi,Dimapur,18 h 05 m,"3 stop via Kolkata,Guwahati,Shillong","₹ 16,140"
Air India,"Thu, Mar 3, 2022",18:00,08:35,New Delhi,Dimapur,14 h 35 m,"3 stop via Mumbai,Kolkata,Guwahati","₹ 21,040"
Air India,"Thu, Mar 3, 2022",14:30,08:35,New Delhi,Dimapur,18 h 05 m,"4 stop via Indore,Mumbai,Kolkata,Guwahati","₹ 21,040"
Air India,"Thu, Mar 3, 2022",10:40,08:35,New Delhi,Dimapur,21 h 55 m,"3 stop via Mumbai,Kolkata,Guwahati","₹ 21,040"
IndiGo,"Sat, Mar 5, 2022",06:45,13:35,New Delhi,Dimapur,06 h 50 m,1 stop via Dibrugarh,"₹ 7,189"
IndiGo,"Sat, Mar 5, 2022",10:00,12:35,New Delhi,Dimapur,02 h 35 m,Non stop,"₹ 7,490"
Air India,"Sat, Mar 5, 2022",06:50,13:10,New Delhi,Dimapur,06 h 20 m,1 stop via Kolkata,"₹ 8,723"
Air India,"Sat, Mar 5, 2022",16:55,08:50,New Delhi,Dimapur,15 h 55 m,"2 stop via Kolkata,Guwahati","₹ 9,640"
Air India,"Sat, Mar 5, 2022",20:15,08:50,New Delhi,Dimapur,12 h 35 m,"2 stop via Kolkata,Guwahati","₹ 11,140"
Air India,"Sat, Mar 5, 2022",21:15,13:10,New Delhi,Dimapur,15 h 55 m,"2 stop via Bengaluru,Kolkata","₹ 16,090"
Air India,"Sat, Mar 5, 2022",20:00,13:10,New Delhi,Dimapur,17 h 10 m,"2 stop via Mumbai,Kolkata","₹ 16,890"
Air India,"Sat, Mar 5, 2022",18:00,13:10,New Delhi,Dimapur,19 h 10 m,"2 stop via Mumbai,Kolkata","₹ 16,890"
Air India,"Sat, Mar 5, 2022",18:00,08:50,New Delhi,Dimapur,14 h 50 m,"3 stop via Mumbai,Kolkata,Guwahati","₹ 17,240"
Air India,"Sat, Mar 5, 2022",19:00,13:10,New Delhi,Dimapur,18 h 10 m,"2 stop via Mumbai,Kolkata","₹ 17,290"
Air India,"Sat, Mar 5, 2022",21:25,13:10,New Delhi,Dimapur,15 h 45 m,"2 stop via Hyderabad,Kolkata","₹ 17,933"
Air India,"Sat, Mar 5, 2022",20:40,13:10,New Delhi,Dimapur,16 h 30 m,"2 stop via Chennai,Kolkata","₹ 18,990"
Air India,"Sat, Mar 5, 2022",10:40,13:10,New Delhi,Dimapur,26 h 30 m,"2 stop via Mumbai,Kolkata","₹ 18,990"
Air India,"Sat, Mar 5, 2022",08:00,13:10,New Delhi,Dimapur,29 h 10 m,"2 stop via Mumbai,Kolkata","₹ 18,990"
Air India,"Sat, Mar 5, 2022",07:00,13:10,New Delhi,Dimapur,30 h 10 m,"2 stop via Mumbai,Kolkata","₹ 18,990"
Air India,"Sat, Mar 5, 2022",17:15,13:10,New Delhi,Dimapur,19 h 55 m,"2 stop via Hyderabad,Kolkata","₹ 19,733"
Air India,"Sat, Mar 5, 2022",17:20,13:10,New Delhi,Dimapur,19 h 50 m,"2 stop via Bengaluru,Kolkata","₹ 20,990"
Air India,"Sat, Mar 5, 2022",13:30,13:10,New Delhi,Dimapur,23 h 40 m,"2 stop via Bengaluru,Kolkata","₹ 20,990"
IndiGo,"Sun, Feb 27, 2022",22:30,09:15,New Delhi,Agartala,10 h 45 m,1 stop via Kolkata,"₹ 11,445"
IndiGo,"Sun, Feb 27, 2022",14:20,16:50,New Delhi,Agartala,02 h 30 m,Non stop,"₹ 11,490"
IndiGo,"Sun, Feb 27, 2022",14:20,16:50,New Delhi,Agartala,02 h 30 m,Non stop,"₹ 7,090"
,"Sun, Feb 27, 2022",,,,,,,
IndiGo,"Sun, Feb 27, 2022",22:30,08:30,New Delhi,Agartala,10 h,1 stop via Kolkata,"₹ 12,540"
IndiGo,"Sun, Feb 27, 2022",21:25,12:35,New Delhi,Agartala,15 h 10 m,"2 stop via Bengaluru,Guwahati","₹ 13,905"
IndiGo,"Sun, Feb 27, 2022",22:50,12:35,New Delhi,Agartala,13 h 45 m,"2 stop via Bengaluru,Guwahati","₹ 14,520"
IndiGo,"Sun, Feb 27, 2022",08:40,15:55,New Delhi,Agartala,07 h 15 m,1 stop via Kolkata,"₹ 16,365"
IndiGo,"Sun, Feb 27, 2022",07:10,12:35,New Delhi,Agartala,05 h 25 m,1 stop via Guwahati,"₹ 16,415"
IndiGo,"Sun, Feb 27, 2022",11:25,16:25,New Delhi,Agartala,05 h,1 stop via Imphal,"₹ 17,030"
"AirAsia, flybig","Sun, Feb 27, 2022",05:45,11:40,New Delhi,Agartala,05 h 55 m,1 stop via Guwahati,"₹ 17,259"
"AirAsia, IndiGo","Sun, Feb 27, 2022",07:10,12:35,New Delhi,Agartala,05 h 25 m,1 stop via Guwahati,"₹ 17,329"
"SpiceJet, IndiGo","Sun, Feb 27, 2022",07:00,15:55,New Delhi,Agartala,08 h 55 m,1 stop via Kolkata,"₹ 17,754"
"Vistara, IndiGo","Sun, Feb 27, 2022",06:30,12:05,New Delhi,Agartala,05 h 35 m,1 stop via Kolkata,"₹ 19,565"
Air India,"Sun, Feb 27, 2022",21:15,14:50,New Delhi,Agartala,17 h 35 m,"2 stop via Bengaluru,Kolkata","₹ 24,590"
Air India,"Tue, Mar 1, 2022",09:05,11:50,New Delhi,Agartala,02 h 45 m,Non stop,"₹ 7,090"
IndiGo,"Tue, Mar 1, 2022",14:20,16:50,New Delhi,Agartala,02 h 30 m,Non stop,"₹ 7,090"
IndiGo,"Tue, Mar 1, 2022",07:15,12:05,New Delhi,Agartala,04 h 50 m,1 stop via Kolkata,"₹ 7,140"
IndiGo,"Tue, Mar 1, 2022",08:40,14:55,New Delhi,Agartala,06 h 15 m,1 stop via Kolkata,"₹ 7,140"
IndiGo,"Tue, Mar 1, 2022",22:30,08:30,New Delhi,Agartala,10 h,1 stop via Kolkata,"₹ 7,140"
IndiGo,"Tue, Mar 1, 2022",07:10,12:35,New Delhi,Agartala,05 h 25 m,1 stop via Guwahati,"₹ 7,190"
IndiGo,"Tue, Mar 1, 2022",05:05,12:35,New Delhi,Agartala,07 h 30 m,1 stop via Guwahati,"₹ 7,190"
IndiGo,"Tue, Mar 1, 2022",22:50,12:35,New Delhi,Agartala,13 h 45 m,"2 stop via Bengaluru,Guwahati","₹ 7,755"
IndiGo,"Tue, Mar 1, 2022",10:00,14:55,New Delhi,Agartala,04 h 55 m,1 stop via Kolkata,"₹ 8,370"
Air India,"Tue, Mar 1, 2022",06:50,14:50,New Delhi,Agartala,08 h,1 stop via Kolkata,"₹ 8,590"
Air India,"Tue, Mar 1, 2022",06:50,10:50,New Delhi,Agartala,04 h,1 stop via Kolkata,"₹ 8,800"
IndiGo,"Tue, Mar 1, 2022",02:30,12:35,New Delhi,Agartala,10 h 05 m,"2 stop via Bengaluru,Guwahati","₹ 10,215"
Air India,"Thu, Mar 3, 2022",09:05,11:50,New Delhi,Agartala,02 h 45 m,Non stop,"₹ 7,090"
IndiGo,"Thu, Mar 3, 2022",14:20,16:50,New Delhi,Agartala,02 h 30 m,Non stop,"₹ 7,090"
IndiGo,"Thu, Mar 3, 2022",07:15,12:05,New Delhi,Agartala,04 h 50 m,1 stop via Kolkata,"₹ 7,140"
IndiGo,"Thu, Mar 3, 2022",02:30,12:35,New Delhi,Agartala,10 h 05 m,"2 stop via Bengaluru,Guwahati","₹ 7,140"
IndiGo,"Thu, Mar 3, 2022",08:40,14:55,New Delhi,Agartala,06 h 15 m,1 stop via Kolkata,"₹ 7,140"
IndiGo,"Thu, Mar 3, 2022",22:30,08:30,New Delhi,Agartala,10 h,1 stop via Kolkata,"₹ 7,140"
IndiGo,"Thu, Mar 3, 2022",05:05,12:35,New Delhi,Agartala,07 h 30 m,1 stop via Guwahati,"₹ 7,190"
IndiGo,"Thu, Mar 3, 2022",10:00,14:55,New Delhi,Agartala,04 h 55 m,1 stop via Kolkata,"₹ 7,755"
IndiGo,"Thu, Mar 3, 2022",07:10,12:35,New Delhi,Agartala,05 h 25 m,1 stop via Guwahati,"₹ 8,420"
Air India,"Thu, Mar 3, 2022",06:50,10:50,New Delhi,Agartala,04 h,1 stop via Kolkata,"₹ 8,590"
Air India,"Sat, Mar 5, 2022",09:05,11:50,New Delhi,Agartala,02 h 45 m,Non stop,"₹ 7,090"
IndiGo,"Sat, Mar 5, 2022",14:20,16:50,New Delhi,Agartala,02 h 30 m,Non stop,"₹ 7,090"
IndiGo,"Sat, Mar 5, 2022",08:20,17:20,New Delhi,Agartala,09 h,"2 stop via Bengaluru,Kolkata","₹ 7,140"
IndiGo,"Sat, Mar 5, 2022",07:20,17:20,New Delhi,Agartala,10 h,"2 stop via Bengaluru,Kolkata","₹ 7,140"
IndiGo,"Sat, Mar 5, 2022",22:30,08:30,New Delhi,Agartala,10 h,1 stop via Kolkata,"₹ 7,140"
IndiGo,"Sat, Mar 5, 2022",21:15,08:30,New Delhi,Agartala,11 h 15 m,1 stop via Kolkata,"₹ 7,140"
IndiGo,"Sat, Mar 5, 2022",22:50,12:35,New Delhi,Agartala,13 h 45 m,"2 stop via Bengaluru,Guwahati","₹ 7,140"
IndiGo,"Sat, Mar 5, 2022",21:25,12:35,New Delhi,Agartala,15 h 10 m,"2 stop via Bengaluru,Guwahati","₹ 7,140"
IndiGo,"Sat, Mar 5, 2022",05:05,12:35,New Delhi,Agartala,07 h 30 m,1 stop via Guwahati,"₹ 8,420"
IndiGo,"Sat, Mar 5, 2022",07:10,12:35,New Delhi,Agartala,05 h 25 m,1 stop via Guwahati,"₹ 9,035"
IndiGo,"Sat, Mar 5, 2022",08:40,14:55,New Delhi,Agartala,06 h 15 m,1 stop via Kolkata,"₹ 9,690"
Air India,"Sat, Mar 5, 2022",06:50,10:50,New Delhi,Agartala,04 h,1 stop via Kolkata,"₹ 10,190"
IndiGo,"Sat, Mar 5, 2022",10:00,14:55,New Delhi,Agartala,04 h 55 m,1 stop via Kolkata,"₹ 10,990"
Air India,"Sun, Feb 27, 2022",20:15,13:50,New Delhi,Imphal,17 h 35 m,"2 stop via Kolkata,Guwahati","₹ 14,290"
AirAsia,"Sun, Feb 27, 2022",07:10,10:45,New Delhi,Imphal,03 h 35 m,1 stop via Guwahati,"₹ 14,590"
Air India,"Sun, Feb 27, 2022",09:25,13:50,New Delhi,Imphal,04 h 25 m,1 stop via Guwahati,"₹ 9,190"
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
IndiGo,"Sun, Feb 27, 2022",08:40,15:00,New Delhi,Imphal,06 h 20 m,1 stop via Kolkata,"₹ 15,240"
IndiGo,"Sun, Feb 27, 2022",07:15,15:00,New Delhi,Imphal,07 h 45 m,1 stop via Kolkata,"₹ 15,240"
AirAsia,"Sun, Feb 27, 2022",05:45,10:45,New Delhi,Imphal,05 h,1 stop via Guwahati,"₹ 15,690"
AirAsia,"Sun, Feb 27, 2022",07:10,16:40,New Delhi,Imphal,09 h 30 m,1 stop via Guwahati,"₹ 15,690"
IndiGo,"Sun, Feb 27, 2022",11:25,14:10,New Delhi,Imphal,02 h 45 m,Non stop,"₹ 15,790"
"SpiceJet, AirAsia","Sun, Feb 27, 2022",07:00,14:00,New Delhi,Imphal,07 h,1 stop via Kolkata,"₹ 16,654"
"Vistara, AirAsia","Sun, Feb 27, 2022",06:30,14:00,New Delhi,Imphal,07 h 30 m,1 stop via Kolkata,"₹ 16,865"
"IndiGo, AirAsia","Sun, Feb 27, 2022",07:15,14:00,New Delhi,Imphal,06 h 45 m,1 stop via Kolkata,"₹ 17,179"
AirAsia,"Sun, Feb 27, 2022",12:50,16:40,New Delhi,Imphal,03 h 50 m,1 stop via Guwahati,"₹ 20,790"
IndiGo,"Tue, Mar 1, 2022",11:25,14:10,New Delhi,Imphal,02 h 45 m,Non stop,"₹ 8,690"
AirAsia,"Tue, Mar 1, 2022",06:20,14:00,New Delhi,Imphal,07 h 40 m,"2 stop via Bagdogra,Kolkata","₹ 8,690"
IndiGo,"Tue, Mar 1, 2022",10:00,15:00,New Delhi,Imphal,05 h,1 stop via Kolkata,"₹ 8,740"
IndiGo,"Tue, Mar 1, 2022",08:40,15:00,New Delhi,Imphal,06 h 20 m,1 stop via Kolkata,"₹ 8,740"
IndiGo,"Tue, Mar 1, 2022",07:15,15:00,New Delhi,Imphal,07 h 45 m,1 stop via Kolkata,"₹ 8,740"
IndiGo,"Tue, Mar 1, 2022",22:30,10:20,New Delhi,Imphal,11 h 50 m,1 stop via Kolkata,"₹ 8,740"
IndiGo,"Tue, Mar 1, 2022",07:10,13:25,New Delhi,Imphal,06 h 15 m,1 stop via Guwahati,"₹ 8,790"
IndiGo,"Tue, Mar 1, 2022",05:05,13:25,New Delhi,Imphal,08 h 20 m,1 stop via Guwahati,"₹ 8,790"
AirAsia,"Tue, Mar 1, 2022",04:45,14:00,New Delhi,Imphal,09 h 15 m,1 stop via Kolkata,"₹ 9,190"
Air India,"Tue, Mar 1, 2022",06:50,11:45,New Delhi,Imphal,04 h 55 m,1 stop via Kolkata,"₹ 9,390"
IndiGo,"Tue, Mar 1, 2022",05:05,09:15,New Delhi,Imphal,04 h 10 m,1 stop via Guwahati,"₹ 10,690"
AirAsia,"Tue, Mar 1, 2022",12:50,16:40,New Delhi,Imphal,03 h 50 m,1 stop via Guwahati,"₹ 11,090"
AirAsia,"Tue, Mar 1, 2022",07:10,10:45,New Delhi,Imphal,03 h 35 m,1 stop via Guwahati,"₹ 20,790"
IndiGo,"Thu, Mar 3, 2022",05:05,09:15,New Delhi,Imphal,04 h 10 m,1 stop via Guwahati,"₹ 8,690"
AirAsia,"Thu, Mar 3, 2022",06:20,14:00,New Delhi,Imphal,07 h 40 m,"2 stop via Bagdogra,Kolkata","₹ 8,690"
AirAsia,"Thu, Mar 3, 2022",12:50,16:40,New Delhi,Imphal,03 h 50 m,1 stop via Guwahati,"₹ 8,690"
